Nro de factura,Fecha de factura,ID Cliente,Pais,Cantidad,Monto,Mes,Año
575976,2021-11-13 13:26:00,15271.0,United Kingdom,80,"183,14",11,2021
553916,2021-05-20 08:18:00,17166.0,United Kingdom,57,"127,59",5,2021
572884,2021-10-26 13:44:00,13924.0,United Kingdom,130,"309,90",10,2021
547100,2021-03-21 10:31:00,15615.0,United Kingdom,382,"536,78",3,2021
576835,2021-11-16 15:10:00,,United Kingdom,-2,"0,00",11,2021
574473,2021-11-04 12:05:00,15809.0,United Kingdom,-50,"-116,56",11,2021
538099,2020-12-09 14:58:00,15279.0,United Kingdom,-4,"-13,10",12,2020
575053,2021-11-08 12:18:00,16945.0,United Kingdom,24,"56,60",11,2021
538063,2020-12-09 13:44:00,18102.0,United Kingdom,96,"1914,24",12,2020
560500,2021-07-19 11:08:00,17975.0,United Kingdom,52,"131,66",7,2021
547854,2021-03-27 12:12:00,14586.0,United Kingdom,-48,"-23,28",3,2021
544060,2021-02-15 13:08:00,13623.0,United Kingdom,61,"156,00",2,2021
553371,2021-05-16 14:32:00,17288.0,United Kingdom,204,"245,88",5,2021
560993,2021-07-22 13:32:00,,United Kingdom,6,"20,10",7,2021
540470,2021-01-07 14:09:00,14505.0,United Kingdom,-2,"-11,44",1,2021
549265,2021-04-07 12:45:00,16245.0,United Kingdom,-3,"-8,85",4,2021
578077,2021-11-22 16:18:00,12936.0,United Kingdom,-20,"-51,00",11,2021
566583,2021-09-13 13:55:00,15343.0,United Kingdom,84,"364,50",9,2021
573038,2021-10-27 13:48:00,17545.0,United Kingdom,214,"344,14",10,2021
558921,2021-07-05 09:57:00,15078.0,United Kingdom,10,"20,80",7,2021
579413,2021-11-29 12:50:00,13668.0,United Kingdom,218,"424,29",11,2021
554130,2021-05-23 09:42:00,17949.0,United Kingdom,24,"204,00",5,2021
575089,2021-11-08 14:02:00,13437.0,United Kingdom,264,"422,04",11,2021
569988,2021-10-06 19:57:00,17231.0,United Kingdom,-1,"-2,95",10,2021
551737,2021-05-04 10:52:00,14606.0,United Kingdom,-1,"-2,10",5,2021
544793,2021-02-23 12:41:00,13694.0,United Kingdom,1152,"218,88",2,2021
554634,2021-05-25 11:44:00,,United Kingdom,64,"0,00",5,2021
568222,2021-09-26 10:06:00,16603.0,United Kingdom,117,"185,85",9,2021
563225,2021-08-14 14:35:00,14911.0,EIRE,-1,"-434,51",8,2021
556129,2021-06-09 10:46:00,14060.0,United Kingdom,294,"438,00",6,2021
568953,2021-09-29 15:31:00,12728.0,France,163,"219,02",9,2021
550208,2021-04-15 10:39:00,,United Kingdom,112,"851,51",4,2021
564785,2021-08-30 11:28:00,,United Kingdom,7,"7,09",8,2021
541823,2021-01-21 16:55:00,17677.0,United Kingdom,-1,"-2,10",1,2021
544368,2021-02-18 11:27:00,14057.0,United Kingdom,493,"623,78",2,2021
573420,2021-10-31 09:48:00,18223.0,United Kingdom,601,"1389,05",10,2021
551842,2021-05-04 13:52:00,16678.0,United Kingdom,186,"223,22",5,2021
563352,2021-08-15 14:32:00,15706.0,United Kingdom,160,"450,05",8,2021
581416,2021-12-08 14:58:00,14569.0,United Kingdom,79,"227,39",12,2021
579116,2021-11-28 11:54:00,17346.0,United Kingdom,128,"193,03",11,2021
539303,2020-12-16 17:34:00,16684.0,United Kingdom,202,"436,86",12,2020
557141,2021-06-17 09:54:00,16779.0,United Kingdom,238,"387,66",6,2021
574592,2021-11-06 10:49:00,14820.0,United Kingdom,58,"139,10",11,2021
562280,2021-08-04 10:31:00,16133.0,United Kingdom,-25,"-19,46",8,2021
566727,2021-09-14 13:12:00,17347.0,United Kingdom,216,"228,96",9,2021
553543,2021-05-17 15:35:00,,United Kingdom,107,"635,03",5,2021
553667,2021-05-18 12:21:00,14755.0,United Kingdom,-2,"-44,90",5,2021
540244,2021-01-05 15:40:00,17213.0,United Kingdom,-2,"-3,80",1,2021
567304,2021-09-19 13:27:00,14704.0,United Kingdom,68,"165,32",9,2021
570704,2021-10-12 09:54:00,13208.0,United Kingdom,-18,"-18,00",10,2021
579471,2021-11-29 15:08:00,,United Kingdom,404,"3063,88",11,2021
569383,2021-10-03 16:46:00,15159.0,United Kingdom,1127,"1395,09",10,2021
544915,2021-02-24 15:41:00,13777.0,United Kingdom,90,"179,04",2,2021
564140,2021-08-23 11:47:00,12621.0,Germany,361,"415,17",8,2021
557165,2021-06-17 11:10:00,15238.0,United Kingdom,-1,"-2,95",6,2021
563577,2021-08-17 15:06:00,17949.0,United Kingdom,-2105,"-2231,30",8,2021
551135,2021-04-26 13:04:00,16729.0,United Kingdom,5,"7,25",4,2021
567543,2021-09-21 10:19:00,13418.0,United Kingdom,-39,"-28,59",9,2021
548393,2021-03-30 17:12:00,,United Kingdom,1,"4,95",3,2021
551572,2021-05-03 11:15:00,,United Kingdom,-6,"0,00",5,2021
573907,2021-11-01 15:17:00,13021.0,United Kingdom,117,"299,10",11,2021
548872,2021-04-04 14:42:00,13015.0,United Kingdom,88,"108,00",4,2021
554664,2021-05-25 14:40:00,14397.0,United Kingdom,40,"76,80",5,2021
565382,2021-09-02 15:45:00,14096.0,United Kingdom,-1,"-13,01",9,2021
564732,2021-08-28 13:08:00,16466.0,United Kingdom,129,"233,67",8,2021
547921,2021-03-28 13:28:00,14766.0,United Kingdom,466,"628,66",3,2021
574281,2021-11-03 14:47:00,14856.0,United Kingdom,225,"297,91",11,2021
561009,2021-07-22 16:03:00,15856.0,United Kingdom,484,"489,60",7,2021
550182,2021-04-14 17:44:00,18198.0,United Kingdom,248,"331,28",4,2021
578109,2021-11-23 09:22:00,14020.0,United Kingdom,261,"311,66",11,2021
565914,2021-09-07 15:43:00,18093.0,United Kingdom,180,"89,64",9,2021
555549,2021-06-05 13:24:00,13637.0,United Kingdom,139,"262,25",6,2021
543280,2021-02-06 14:56:00,14438.0,United Kingdom,82,"131,90",2,2021
550657,2021-04-20 08:24:00,18198.0,United Kingdom,296,"302,56",4,2021
573983,2021-11-02 11:08:00,,United Kingdom,3,"0,00",11,2021
558053,2021-06-24 14:33:00,15027.0,United Kingdom,119,"312,85",6,2021
566235,2021-09-11 11:17:00,15636.0,United Kingdom,202,"418,06",9,2021
576060,2021-11-13 15:25:00,13681.0,United Kingdom,68,"179,67",11,2021
545570,2021-03-03 16:28:00,12817.0,Austria,53,"166,04",3,2021
553742,2021-05-19 09:38:00,16133.0,United Kingdom,414,"310,50",5,2021
546205,2021-03-10 11:14:00,18223.0,United Kingdom,-1,"-2,84",3,2021
569461,2021-10-04 11:36:00,16556.0,United Kingdom,548,"757,42",10,2021
538713,2020-12-14 10:53:00,16570.0,United Kingdom,-3,"-36,65",12,2020
540564,2021-01-10 10:36:00,,United Kingdom,-2600,"0,00",1,2021
555499,2021-06-03 15:31:00,15812.0,United Kingdom,147,"289,46",6,2021
572514,2021-10-24 14:36:00,,United Kingdom,-4,"0,00",10,2021
560906,2021-07-21 17:55:00,15827.0,United Kingdom,52,"173,80",7,2021
537164,2020-12-05 13:21:00,14527.0,United Kingdom,-1,"-29,29",12,2020
543647,2021-02-10 19:49:00,12841.0,United Kingdom,66,"106,80",2,2021
538175,2020-12-10 09:48:00,12471.0,Germany,21,"378,00",12,2020
542106,2021-01-25 13:37:00,12709.0,Germany,314,"1116,90",1,2021
547331,2021-03-22 11:41:00,,United Kingdom,-20,"0,00",3,2021
566438,2021-09-12 15:14:00,15996.0,United Kingdom,44,"152,82",9,2021
570115,2021-10-07 12:37:00,13798.0,United Kingdom,1026,"1482,20",10,2021
559608,2021-07-11 11:44:00,14690.0,United Kingdom,-7,"-13,09",7,2021
557410,2021-06-20 11:36:00,14701.0,United Kingdom,61,"109,58",6,2021
577045,2021-11-17 13:46:00,17428.0,United Kingdom,100,"145,00",11,2021
566263,2021-09-11 13:01:00,14606.0,United Kingdom,-1,"-2,10",9,2021
575081,2021-11-08 13:30:00,12483.0,Sweden,-6,"-20,85",11,2021
554696,2021-05-25 17:14:00,,United Kingdom,5,"0,00",5,2021
577100,2021-11-17 16:51:00,16009.0,United Kingdom,20,"59,00",11,2021
539408,2020-12-17 12:56:00,12720.0,Germany,224,"183,74",12,2020
569835,2021-10-06 13:05:00,15518.0,United Kingdom,146,"317,69",10,2021
550637,2021-04-19 15:39:00,14415.0,United Kingdom,187,"397,14",4,2021
577347,2021-11-18 15:27:00,13960.0,United Kingdom,102,"102,12",11,2021
581413,2021-12-08 14:39:00,16833.0,United Kingdom,134,"435,24",12,2021
575183,2021-11-09 08:36:00,13046.0,United Kingdom,188,"431,59",11,2021
559201,2021-07-07 10:39:00,14217.0,United Kingdom,23,"95,75",7,2021
579673,2021-11-30 12:59:00,18283.0,United Kingdom,134,"223,61",11,2021
537027,2020-12-03 16:36:00,,United Kingdom,-140,"0,00",12,2020
557760,2021-06-22 13:57:00,12901.0,United Kingdom,598,"542,70",6,2021
563211,2021-08-14 12:33:00,17049.0,United Kingdom,176,"330,28",8,2021
578328,2021-11-23 17:55:00,,United Kingdom,-696,"0,00",11,2021
552838,2021-05-11 14:24:00,15732.0,United Kingdom,118,"156,02",5,2021
579924,2021-12-01 09:13:00,16293.0,United Kingdom,-3,"-3,75",12,2021
574150,2021-11-03 11:31:00,13709.0,United Kingdom,32,"92,38",11,2021
563431,2021-08-16 12:00:00,16266.0,United Kingdom,53,"110,38",8,2021
556205,2021-06-09 13:37:00,15827.0,United Kingdom,94,"203,98",6,2021
562281,2021-08-04 10:36:00,12476.0,Germany,-10,"-38,05",8,2021
568797,2021-09-29 10:22:00,13694.0,United Kingdom,1340,"2377,00",9,2021
563227,2021-08-14 15:33:00,14301.0,United Kingdom,606,"640,14",8,2021
562143,2021-08-03 10:41:00,16422.0,United Kingdom,1460,"2353,00",8,2021
579465,2021-11-29 14:53:00,15790.0,United Kingdom,114,"220,85",11,2021
545635,2021-03-04 12:14:00,13557.0,United Kingdom,224,"240,68",3,2021
579193,2021-11-28 15:47:00,12657.0,France,390,"491,12",11,2021
546985,2021-03-18 12:41:00,18270.0,United Kingdom,41,"111,95",3,2021
560654,2021-07-20 11:40:00,16255.0,United Kingdom,-3,"-5,61",7,2021
567529,2021-09-21 09:22:00,18236.0,United Kingdom,29,"132,55",9,2021
565411,2021-09-04 11:22:00,13772.0,United Kingdom,223,"457,80",9,2021
581143,2021-12-07 13:46:00,17490.0,United Kingdom,32,"40,40",12,2021
566561,2021-09-13 12:13:00,18145.0,United Kingdom,972,"1079,47",9,2021
542714,2021-01-31 13:28:00,12437.0,France,-5,"-54,75",1,2021
548487,2021-03-31 12:57:00,14952.0,United Kingdom,-10,"-26,30",3,2021
538365,2020-12-12 10:11:00,17243.0,United Kingdom,102,"338,60",12,2020
551818,2021-05-04 11:57:00,12569.0,Germany,146,"238,74",5,2021
563198,2021-08-14 10:38:00,15270.0,United Kingdom,340,"536,54",8,2021
580908,2021-12-06 13:20:00,16495.0,United Kingdom,171,"437,90",12,2021
549233,2021-04-07 11:06:00,14912.0,Italy,445,"482,79",4,2021
551145,2021-04-26 13:37:00,16168.0,United Kingdom,18,"107,10",4,2021
547498,2021-03-23 12:24:00,15021.0,United Kingdom,126,"201,48",3,2021
580366,2021-12-02 16:38:00,,United Kingdom,85,"198,26",12,2021
545592,2021-03-04 10:30:00,17581.0,United Kingdom,125,"369,95",3,2021
581400,2021-12-08 13:36:00,14056.0,United Kingdom,190,"425,02",12,2021
551648,2021-05-03 12:02:00,14800.0,United Kingdom,-10,"-85,00",5,2021
578825,2021-11-25 14:21:00,17562.0,United Kingdom,96,"165,70",11,2021
542726,2021-01-31 15:08:00,16191.0,United Kingdom,-5,"-14,75",1,2021
539471,2020-12-19 14:16:00,17358.0,United Kingdom,157,"246,70",12,2020
556523,2021-06-13 11:24:00,16938.0,United Kingdom,15,"9,75",6,2021
573353,2021-10-30 12:39:00,16115.0,United Kingdom,105,"225,94",10,2021
553878,2021-05-19 14:56:00,14733.0,United Kingdom,142,"347,26",5,2021
565724,2021-09-06 11:53:00,16168.0,United Kingdom,120,"185,00",9,2021
565307,2021-09-02 12:20:00,,United Kingdom,-443,"0,00",9,2021
581406,2021-12-08 13:58:00,,United Kingdom,540,"0,00",12,2021
574342,2021-11-04 10:10:00,13447.0,United Kingdom,183,"223,71",11,2021
573352,2021-10-30 12:35:00,14077.0,United Kingdom,72,"132,72",10,2021
547390,2021-03-22 16:08:00,12352.0,Norway,64,"160,33",3,2021
572129,2021-10-21 09:25:00,17528.0,United Kingdom,178,"547,34",10,2021
564656,2021-08-26 14:40:00,14141.0,United Kingdom,140,"285,16",8,2021
555923,2021-06-07 17:09:00,,United Kingdom,387,"1403,38",6,2021
538861,2020-12-14 14:04:00,,United Kingdom,460,"0,00",12,2020
536829,2020-12-02 17:36:00,13295.0,United Kingdom,-1,"-3,25",12,2020
562345,2021-08-04 12:14:00,13694.0,United Kingdom,1524,"1505,64",8,2021
568893,2021-09-29 13:03:00,15712.0,United Kingdom,24,"99,60",9,2021
546545,2021-03-14 15:48:00,16804.0,United Kingdom,34,"118,05",3,2021
555731,2021-06-07 07:49:00,16655.0,United Kingdom,139,"418,45",6,2021
580719,2021-12-05 16:54:00,14739.0,United Kingdom,264,"534,96",12,2021
554364,2021-05-24 10:21:00,16029.0,United Kingdom,124,"264,00",5,2021
574304,2021-11-03 16:30:00,14428.0,United Kingdom,166,"508,85",11,2021
547618,2021-03-24 11:28:00,,United Kingdom,-12,"0,00",3,2021
561011,2021-07-22 16:05:00,17612.0,United Kingdom,-1,"-3,15",7,2021
576855,2021-11-16 15:51:00,17757.0,United Kingdom,200,"238,92",11,2021
547243,2021-03-21 16:59:00,17231.0,United Kingdom,161,"246,92",3,2021
546163,2021-03-10 10:03:00,17377.0,United Kingdom,57,"146,23",3,2021
564196,2021-08-23 16:56:00,17315.0,United Kingdom,1,"15,00",8,2021
546550,2021-03-14 16:54:00,17799.0,United Kingdom,1,"6,35",3,2021
568240,2021-09-26 12:04:00,17172.0,United Kingdom,-1,"-4,50",9,2021
569391,2021-10-03 17:13:00,,United Kingdom,-32,"0,00",10,2021
580771,2021-12-06 10:58:00,16015.0,United Kingdom,276,"203,10",12,2021
551735,2021-05-04 10:25:00,,United Kingdom,-19,"0,00",5,2021
550323,2021-04-17 12:57:00,13692.0,United Kingdom,734,"856,63",4,2021
567949,2021-09-23 08:22:00,13435.0,United Kingdom,-3,"-11,25",9,2021
565930,2021-09-08 10:32:00,12685.0,France,649,"1057,18",9,2021
557739,2021-06-22 11:43:00,13780.0,United Kingdom,173,"116,28",6,2021
549924,2021-04-13 10:10:00,16837.0,United Kingdom,12,"112,20",4,2021
575034,2021-11-08 11:38:00,15573.0,United Kingdom,143,"196,75",11,2021
542135,2021-01-25 17:06:00,,United Kingdom,7,"13,55",1,2021
557264,2021-06-19 11:09:00,13618.0,United Kingdom,246,"177,34",6,2021
573872,2021-11-01 12:35:00,17243.0,United Kingdom,192,"375,72",11,2021
539054,2020-12-15 16:34:00,17044.0,United Kingdom,-6,"-35,10",12,2020
569579,2021-10-05 11:06:00,17666.0,United Kingdom,356,"409,08",10,2021
560596,2021-07-19 16:48:00,13199.0,United Kingdom,172,"186,20",7,2021
558711,2021-07-01 13:05:00,15483.0,United Kingdom,13,"18,83",7,2021
560398,2021-07-18 14:10:00,12731.0,France,838,"1734,58",7,2021
573597,2021-10-31 15:18:00,,United Kingdom,-905,"0,00",10,2021
578480,2021-11-24 12:48:00,15502.0,United Kingdom,242,"317,50",11,2021
537447,2020-12-07 09:21:00,13963.0,United Kingdom,54,"151,30",12,2020
536761,2020-12-02 14:30:00,13491.0,United Kingdom,36,"98,90",12,2020
555870,2021-06-07 15:03:00,17707.0,United Kingdom,66,"68,70",6,2021
564354,2021-08-24 15:09:00,15764.0,United Kingdom,12,"17,40",8,2021
568571,2021-09-28 09:05:00,17581.0,United Kingdom,-21,"-17,85",9,2021
546890,2021-03-17 18:18:00,13394.0,United Kingdom,214,"320,42",3,2021
561053,2021-07-24 13:13:00,16684.0,United Kingdom,840,"324,00",7,2021
547032,2021-03-20 10:24:00,13798.0,United Kingdom,246,"662,62",3,2021
560863,2021-07-21 13:53:00,12748.0,United Kingdom,72,"127,83",7,2021
538504,2020-12-12 13:01:00,16011.0,United Kingdom,103,"168,15",12,2020
551778,2021-05-04 11:23:00,18220.0,United Kingdom,-6,"-7,50",5,2021
562428,2021-08-04 17:22:00,17267.0,United Kingdom,4,"6,60",8,2021
553532,2021-05-17 15:13:00,14911.0,EIRE,-13,"-27,51",5,2021
575090,2021-11-08 14:04:00,17515.0,United Kingdom,23,"67,65",11,2021
547247,2021-03-22 09:01:00,18225.0,United Kingdom,310,"440,29",3,2021
545563,2021-03-03 16:13:00,,United Kingdom,-22,"0,00",3,2021
552019,2021-05-05 17:46:00,14227.0,United Kingdom,-2,"-2,95",5,2021
547523,2021-03-23 15:03:00,,United Kingdom,5,"0,00",3,2021
548982,2021-04-05 12:27:00,15018.0,United Kingdom,-1,"-39,95",4,2021
557485,2021-06-20 14:38:00,15769.0,United Kingdom,1600,"2876,00",6,2021
553217,2021-05-16 09:52:00,13408.0,United Kingdom,36,"306,00",5,2021
566458,2021-09-12 17:11:00,16191.0,United Kingdom,-1,"-4,95",9,2021
555334,2021-06-02 11:12:00,,United Kingdom,-96,"0,00",6,2021
577860,2021-11-22 11:25:00,16655.0,United Kingdom,200,"269,64",11,2021
581068,2021-12-07 11:26:00,16191.0,United Kingdom,177,"244,66",12,2021
579182,2021-11-28 15:15:00,15601.0,United Kingdom,172,"178,40",11,2021
542142,2021-01-26 09:04:00,12971.0,United Kingdom,60,"174,60",1,2021
575127,2021-11-08 14:26:00,13695.0,United Kingdom,168,"296,78",11,2021
541593,2021-01-19 15:20:00,17611.0,United Kingdom,235,"321,40",1,2021
574905,2021-11-07 15:28:00,,United Kingdom,-22,"0,00",11,2021
562596,2021-08-08 09:22:00,16145.0,United Kingdom,292,"325,51",8,2021
560697,2021-07-20 12:16:00,14401.0,United Kingdom,368,"227,92",7,2021
564709,2021-08-28 10:15:00,15569.0,United Kingdom,96,"244,80",8,2021
558712,2021-07-01 13:06:00,17338.0,United Kingdom,-4,"-20,80",7,2021
562850,2021-08-10 10:08:00,14680.0,United Kingdom,1324,"2388,20",8,2021
537216,2020-12-05 15:40:00,15502.0,United Kingdom,240,"569,50",12,2020
556433,2021-06-10 14:01:00,,United Kingdom,258,"1310,63",6,2021
543760,2021-02-11 15:12:00,15638.0,United Kingdom,-52,"-94,00",2,2021
538625,2020-12-13 12:50:00,14544.0,United Kingdom,843,"1121,92",12,2020
552047,2021-05-06 09:55:00,14796.0,United Kingdom,-1,"-12,75",5,2021
567539,2021-09-21 09:58:00,,United Kingdom,15,"68,68",9,2021
569399,2021-10-04 08:29:00,17381.0,United Kingdom,768,"520,32",10,2021
577329,2021-11-18 14:15:00,17779.0,United Kingdom,47,"169,06",11,2021
555522,2021-06-05 11:29:00,15796.0,United Kingdom,105,"273,13",6,2021
557956,2021-06-23 19:20:00,18283.0,United Kingdom,157,"203,81",6,2021
571126,2021-10-14 09:53:00,,United Kingdom,-50,"0,00",10,2021
559709,2021-07-12 10:21:00,16656.0,United Kingdom,1024,"884,40",7,2021
579749,2021-11-30 14:41:00,13362.0,United Kingdom,366,"753,10",11,2021
562283,2021-08-04 10:43:00,15249.0,United Kingdom,365,"615,50",8,2021
547686,2021-03-24 14:49:00,15513.0,United Kingdom,210,"310,40",3,2021
559130,2021-07-06 12:56:00,15189.0,United Kingdom,244,"412,20",7,2021
559131,2021-07-06 13:04:00,18144.0,United Kingdom,93,"202,10",7,2021
555883,2021-06-07 15:42:00,13862.0,United Kingdom,-3,"-12,45",6,2021
579493,2021-11-29 15:24:00,15570.0,United Kingdom,220,"344,62",11,2021
567236,2021-09-19 11:33:00,14735.0,United Kingdom,146,"467,50",9,2021
572285,2021-10-23 12:16:00,14698.0,United Kingdom,79,"119,73",10,2021
539016,2020-12-15 13:49:00,13418.0,United Kingdom,198,"571,48",12,2020
575508,2021-11-10 10:32:00,14646.0,Netherlands,6712,"8111,20",11,2021
554052,2021-05-20 14:58:00,18048.0,United Kingdom,4,"3,80",5,2021
577495,2021-11-20 12:20:00,14704.0,United Kingdom,121,"237,40",11,2021
576181,2021-11-14 11:19:00,15572.0,United Kingdom,301,"545,83",11,2021
571029,2021-10-13 12:23:00,13035.0,United Kingdom,-17,"-35,25",10,2021
550672,2021-04-20 10:10:00,12457.0,Switzerland,-100,"-179,00",4,2021
567864,2021-09-22 14:10:00,16236.0,United Kingdom,184,"432,20",9,2021
561217,2021-07-25 17:09:00,,United Kingdom,382,"1685,64",7,2021
579179,2021-11-28 15:02:00,17237.0,United Kingdom,26,"71,09",11,2021
560419,2021-07-18 15:03:00,,United Kingdom,1,"717,23",7,2021
565154,2021-09-01 14:57:00,13470.0,United Kingdom,30,"49,50",9,2021
552697,2021-05-10 15:49:00,13695.0,United Kingdom,20,"54,60",5,2021
567133,2021-09-16 14:17:00,,United Kingdom,50,"0,00",9,2021
579412,2021-11-29 12:47:00,14125.0,United Kingdom,182,"333,92",11,2021
536693,2020-12-02 12:26:00,17850.0,United Kingdom,12,"22,20",12,2020
570902,2021-10-13 10:53:00,17724.0,United Kingdom,-11,"-37,35",10,2021
558722,2021-07-01 14:18:00,12901.0,United Kingdom,-12,"-153,00",7,2021
550817,2021-04-20 17:00:00,17946.0,United Kingdom,66,"132,03",4,2021
563948,2021-08-22 10:30:00,13089.0,United Kingdom,-18,"-27,30",8,2021
565220,2021-09-01 18:20:00,13437.0,United Kingdom,49,"149,35",9,2021
562592,2021-08-07 15:43:00,13418.0,United Kingdom,298,"263,19",8,2021
555943,2021-06-08 10:15:00,13520.0,Switzerland,245,"612,68",6,2021
542276,2021-01-27 10:19:00,12764.0,Lebanon,386,"1693,88",1,2021
556470,2021-06-12 11:41:00,15291.0,United Kingdom,148,"301,42",6,2021
568791,2021-09-29 09:51:00,16650.0,United Kingdom,372,"518,42",9,2021
546551,2021-03-14 17:33:00,,United Kingdom,-10,"0,00",3,2021
546115,2021-03-09 13:50:00,15379.0,United Kingdom,188,"371,84",3,2021
559703,2021-07-12 09:11:00,16989.0,United Kingdom,1066,"857,70",7,2021
548718,2021-04-04 08:50:00,14156.0,EIRE,1162,"2183,82",4,2021
536564,2020-12-01 15:08:00,13468.0,United Kingdom,12,"51,40",12,2020
574965,2021-11-08 10:44:00,17964.0,United Kingdom,106,"209,94",11,2021
573426,2021-10-31 10:17:00,,United Kingdom,357,"1540,73",10,2021
559441,2021-07-08 12:22:00,12583.0,France,200,"329,24",7,2021
551861,2021-05-04 15:44:00,12840.0,United Kingdom,-2,"-5,90",5,2021
550805,2021-04-20 15:38:00,13162.0,United Kingdom,453,"548,43",4,2021
563248,2021-08-15 11:30:00,14702.0,United Kingdom,101,"190,15",8,2021
575932,2021-11-13 10:35:00,16923.0,United Kingdom,257,"449,87",11,2021
569022,2021-09-30 09:45:00,17725.0,United Kingdom,172,"333,96",9,2021
542526,2021-01-28 12:43:00,14659.0,United Kingdom,323,"593,17",1,2021
576054,2021-11-13 14:55:00,15787.0,United Kingdom,59,"87,21",11,2021
555202,2021-06-01 12:11:00,16813.0,United Kingdom,66,"110,55",6,2021
569130,2021-09-30 13:46:00,14911.0,EIRE,19,"116,30",9,2021
567510,2021-09-20 14:52:00,14298.0,United Kingdom,78,"196,02",9,2021
572674,2021-10-25 13:17:00,14173.0,United Kingdom,31,"129,77",10,2021
551888,2021-05-05 09:29:00,15304.0,United Kingdom,4,"51,00",5,2021
565461,2021-09-05 09:34:00,18261.0,United Kingdom,102,"224,80",9,2021
536681,2020-12-02 12:22:00,17287.0,United Kingdom,46,"113,92",12,2020
562130,2021-08-03 09:13:00,12750.0,Poland,137,"275,88",8,2021
579674,2021-11-30 13:05:00,13012.0,United Kingdom,92,"155,70",11,2021
549133,2021-04-06 15:22:00,,United Kingdom,-52,"0,00",4,2021
541995,2021-01-25 09:58:00,13158.0,United Kingdom,135,"256,41",1,2021
559537,2021-07-10 12:23:00,14472.0,United Kingdom,87,"115,45",7,2021
539097,2020-12-16 10:28:00,12621.0,Germany,-7,"-11,55",12,2020
537885,2020-12-09 09:34:00,12942.0,United Kingdom,69,"258,75",12,2020
572832,2021-10-26 11:40:00,16454.0,United Kingdom,1,"1,00",10,2021
574173,2021-11-03 11:46:00,,United Kingdom,-42,"0,00",11,2021
546658,2021-03-15 14:21:00,15150.0,United Kingdom,331,"501,25",3,2021
563569,2021-08-17 14:47:00,18257.0,United Kingdom,313,"627,27",8,2021
560550,2021-07-19 12:47:00,12971.0,United Kingdom,-37,"-220,15",7,2021
563545,2021-08-17 12:20:00,15039.0,United Kingdom,1,"8,50",8,2021
574505,2021-11-04 13:22:00,13534.0,United Kingdom,-8,"-20,51",11,2021
581410,2021-12-08 14:14:00,13098.0,United Kingdom,1069,"1681,54",12,2021
554067,2021-05-22 10:47:00,18150.0,United Kingdom,140,"227,58",5,2021
558912,2021-07-05 09:31:00,17024.0,United Kingdom,25,"31,25",7,2021
557888,2021-06-23 13:51:00,14656.0,United Kingdom,80,"157,94",6,2021
559255,2021-07-07 12:04:00,13027.0,United Kingdom,1920,"768,00",7,2021
544151,2021-02-16 12:02:00,15024.0,United Kingdom,80,"196,87",2,2021
554506,2021-05-24 15:22:00,14083.0,United Kingdom,26,"15,18",5,2021
547800,2021-03-25 12:55:00,14504.0,United Kingdom,36,"134,56",3,2021
542057,2021-01-25 11:57:00,15967.0,United Kingdom,62,"173,80",1,2021
566604,2021-09-13 16:26:00,16279.0,United Kingdom,314,"371,90",9,2021
542115,2021-01-25 14:01:00,,United Kingdom,113,"920,90",1,2021
549235,2021-04-07 11:16:00,15530.0,United Kingdom,324,"553,13",4,2021
547691,2021-03-24 15:02:00,16767.0,United Kingdom,228,"364,84",3,2021
559143,2021-07-06 14:04:00,15581.0,United Kingdom,24,"67,79",7,2021
545188,2021-02-28 15:19:00,14056.0,United Kingdom,372,"598,96",2,2021
548012,2021-03-29 11:15:00,17377.0,United Kingdom,118,"317,56",3,2021
560275,2021-07-17 15:08:00,14895.0,United Kingdom,4,"15,00",7,2021
579513,2021-11-29 17:03:00,12971.0,United Kingdom,127,"123,15",11,2021
560162,2021-07-15 11:21:00,,United Kingdom,1,"10,00",7,2021
541138,2021-01-14 10:42:00,12553.0,France,446,"700,31",1,2021
565078,2021-08-31 17:45:00,16422.0,United Kingdom,-1,"-57,60",8,2021
569523,2021-10-04 14:41:00,16033.0,United Kingdom,146,"368,38",10,2021
576629,2021-11-16 08:37:00,12621.0,Germany,253,"610,28",11,2021
571562,2021-10-18 10:04:00,14156.0,EIRE,342,"704,02",10,2021
552212,2021-05-06 15:08:00,17422.0,United Kingdom,-4,"-19,80",5,2021
575387,2021-11-09 15:23:00,13992.0,United Kingdom,64,"76,80",11,2021
572107,2021-10-20 17:13:00,15836.0,United Kingdom,26,"137,37",10,2021
558880,2021-07-04 14:08:00,12921.0,United Kingdom,8,"70,80",7,2021
560879,2021-07-21 15:23:00,16654.0,United Kingdom,62,"64,02",7,2021
575321,2021-11-09 13:34:00,15311.0,United Kingdom,175,"275,41",11,2021
547092,2021-03-21 08:18:00,16619.0,United Kingdom,133,"226,21",3,2021
574717,2021-11-06 14:35:00,18170.0,United Kingdom,160,"324,80",11,2021
566432,2021-09-12 14:40:00,13704.0,United Kingdom,132,"88,56",9,2021
576836,2021-11-16 15:14:00,16191.0,United Kingdom,322,"462,28",11,2021
539641,2020-12-20 15:30:00,15311.0,United Kingdom,45,"134,14",12,2020
580640,2021-12-05 12:51:00,16910.0,United Kingdom,147,"186,80",12,2021
576672,2021-11-16 11:59:00,12731.0,France,662,"1497,52",11,2021
575844,2021-11-11 12:04:00,,United Kingdom,14,"14,28",11,2021
